Indications,Generics indicated,Indications Details,Therapeutic Class,Medicine Name,Weight (mg),Weight (ml/other),Tablet,Syrup,Ointment,Drop,Injection,Manufacturer
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Ancoc,500 mg,,1,0,0,0,0,Marker Pharma Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Ancoc,125 mg,5 ml,1,1,0,0,0,Marker Pharma Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Bdflox,500 mg,,1,0,0,0,0,Bengal drugs Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Bdflox,125 mg,5 ml,1,1,0,0,0,Bengal drugs Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Belox,500 mg,,1,0,0,0,0,Benham Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Clox-F,250 mg,,1,0,0,0,0,Asiatic Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Clox-F,500 mg,,1,0,0,0,0,Asiatic Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Clox-F,125 mg,5 ml,1,1,0,0,0,Asiatic Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Clox-F DS,250 mg,5 ml,1,1,0,0,0,Asiatic Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Cloxafu,250 mg,,1,0,0,0,0,Sonear Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Cloxafu,500 mg,,1,0,0,0,0,Sonear Laboratories Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Cloxakil,500 mg,,1,0,0,0,0,Veritas Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Debac,500 mg,,1,0,0,0,0,FnF Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Dolopen,500 mg,,1,0,0,0,0,Techno Drugs Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Dolopen,125 mg,5 ml,1,1,0,0,0,Techno Drugs Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Dolopen,500 mg,vial,1,0,0,0,1,Techno Drugs Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Doribac,250 mg,,1,0,0,0,0,Concord Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Doribac,500 mg,,1,0,0,0,0,Concord Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Doribac,125 mg,5 ml,1,1,0,0,0,Concord Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,E-Flu,500 mg,,1,0,0,0,0,Edruc Limited
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,E-Flu,125 mg,5 ml,1,1,0,0,0,Edruc Limited
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Eflucin,250 mg,,1,0,0,0,0,Jayson Pharmaceutical Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Eflucin,500 mg,,1,0,0,0,0,Jayson Pharmaceutical Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Eflucin,125 mg,5 ml,1,1,0,0,0,Jayson Pharmaceutical Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Eflucin,250 mg,vial,1,0,0,0,1,Jayson Pharmaceutical Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Eflucin,500 mg,vial,1,0,0,0,1,Jayson Pharmaceutical Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Enoclox,500 mg,,1,0,0,0,0,Modern Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Enoclox,125 mg,5 ml,1,1,0,0,0,Modern Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Faxilin,250 mg,,1,0,0,0,0,Kumudini Pharma Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Faxilin,500 mg,,1,0,0,0,0,Kumudini Pharma Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Faxilin,125 mg,5 ml,1,1,0,0,0,Kumudini Pharma Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Flac,250 mg,,1,0,0,0,0,Bristol Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Flac,500 mg,,1,0,0,0,0,Bristol Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Flac,125 mg,5 ml,1,1,0,0,0,Bristol Pharmaceuticals Ltd.
Abscess,Flucloxacillin Sodium,"Flucloxacillin is indicated for the treatment of infections due to Gram-positive organisms, including infections caused by penicillinase producing staphylococci. These indications include:

Skin and soft tissue infections: Boils, abscess, carbuncles, infected skin conditions (e.g. ulcer, eczema, acne, furunculosis, cellulitis, infected wounds, infected burns, otitis media and externa, impetigo).
Respiratory tract infections: Pneumonia, lung abscess, empyema, sinusitis, pharyngitis, tonsillitis, quinsy.
It is also used for the treatment of other infections i.e. osteomyelitis, enteritis, endocarditis, urinary tract infection, meningitis, septicaemia caused by Flucloxacillin-sensitive organisms.
As a prophylactic agent, it is used during major surgical procedures where appropriate; for example, cardiothoracic and orthopedic surgery.",Penicillinase-resistant penicillins ,Flox,250 mg,,1,0,0,0,0,Hallmark Pharmaceuticals Ltd.
